reference_answer,student_answer,score,similarity
a battery uses a chemical reaction to maintain different electrical states at the terminals,because the electrical states between the two battery terminals will be different no matter what,2,0.5740402
a battery uses a chemical reaction to maintain different electrical states at the terminals,there is a gap,3,0.067482285
a battery uses a chemical reaction to maintain different electrical states at the terminals,beacause the two terminals still have an electrical state,2,0.5373278
a battery uses a chemical reaction to maintain different electrical states at the terminals,the battery always has a voltage because there is a positive terminal and there is a negative terminal.,3,0.4513239
a battery uses a chemical reaction to maintain different electrical states at the terminals,because it is measuring the difference in electrical states between two terminals.,2,0.44381395
a battery uses a chemical reaction to maintain different electrical states at the terminals,because the battery contains chemicals that differe in electrical states.,3,0.60890776
a battery uses a chemical reaction to maintain different electrical states at the terminals,the voltage stays the same within the battery,3,0.5127446
a battery uses a chemical reaction to maintain different electrical states at the terminals,"i don""t know",0,0.060018364
a battery uses a chemical reaction to maintain different electrical states at the terminals,because the two terminals will always have different electrical states.,2,0.48608568
a battery uses a chemical reaction to maintain different electrical states at the terminals,because voltage is the difference in electrical states between two terminals.,2,0.4207511
a battery uses a chemical reaction to maintain different electrical states at the terminals,because the gap creates a difference in electrical states,3,0.31147859
a battery uses a chemical reaction to maintain different electrical states at the terminals,because the battery has its own chemical reacion between the positive and negative tterminals it contains,2,0.556573
a battery uses a chemical reaction to maintain different electrical states at the terminals,the voltage of a battery is the result of chemical reactions within the battery,2,0.76566863
a battery uses a chemical reaction to maintain different electrical states at the terminals,because it has one regardless of the circuit,1,0.33467904
a battery uses a chemical reaction to maintain different electrical states at the terminals,battery always has voltage,2,0.42716068
a battery uses a chemical reaction to maintain different electrical states at the terminals,because there is a difference between the electrical states of the two terminals.,2,0.4720701
terminal 6 and the positive terminal are connected,termonal 6 is connected to the positive battery terminal.,4,0.63381916
terminal 6 and the positive terminal are connected,because there is no gap between the positive battery terminal and terminal 6.,4,0.69637394
terminal 6 and the positive terminal are connected,because the positive batter terminal and terminal 6 were connected.,4,0.6745369
terminal 6 and the positive terminal are connected,because the positive battery terminal and terminal 6 were connected.,4,0.7084795
terminal 6 and the positive terminal are connected,the positive battery terminal is directly connected to terminal 6,4,0.8155954
terminal 6 and the positive terminal are connected,there is a gap between the postive terminal 6,3,0.5851085
terminal 6 and the positive terminal are connected,terminal 6 is connected to the difference,2,0.8453992
terminal 6 and the positive terminal are connected,the negative battery terminal is separated by a gap from terminal 6,4,0.63545287
terminal 6 and the positive terminal are connected,the negative battery terminal is separated by a gap from terminal 6 and bulb c is damaged,4,0.5131271
terminal 6 and the positive terminal are connected,the,3,0.045631364
terminal 6 and the positive terminal are connected,the negative,2,0.16555753
terminal 6 and the positive terminal are connected,the positive battery terminal is not separated by a gap from terminal 6.,4,0.6799518
terminal 6 and the positive terminal are connected,the gap prevents the terminals from being closed,3,0.5073668
terminal 6 and the positive terminal are connected,terminal is connected to postive terminal of the battery,4,0.6830121
terminal 6 and the positive terminal are connected,the positive battery terminal is no seperated by a gap from terminal 6,4,0.68049276
terminal 6 and the positive terminal are connected,the positive battery terminal is not seperated by a gap from terminal 6,4,0.66426384
terminal 6 and the positive terminal are connected,no clue,0,0.10048797
terminal 6 and the positive terminal are connected,the terminal is connected,2,0.792565
terminal 6 and the positive terminal are connected,there is a gap between terminal 6 and a positive battery terminal,3,0.7043757
terminal 6 and the positive terminal are connected,there is a gap in the path,2,0.31382555
terminal 6 and the positive terminal are connected,there is a damaged bulb,2,0.08686576
terminal 6 and the positive terminal are connected,the positive battery terminal and terminal 6 are connected.,4,0.8220858
terminal 6 and the positive terminal are connected,there is no gap between the positive battery terminal and terminal 6,4,0.6944807
terminal 6 and the positive terminal are connected,the positive battery terminal was not separted by a gap from terminal 6,4,0.6444171
terminal 6 and the positive terminal are connected,terminal 6 is conncted to the positive terminal,4,0.8975224
terminal 6 and the positive terminal are connected,there is no gap seperated terminal 6 and the positive terminal,4,0.73895204
terminal 6 and the positive terminal are connected,answer,0,0.10360126
terminal 6 and the positive terminal are connected,tell answer,0,0.016284768
terminal 6 and the positive terminal are connected,terminal 6 is connected to the positive battery terminal.,4,0.8290551
terminal 6 and the positive terminal are connected,there is no gap seperating the positive battery terminal from terminal 6,4,0.65312606
terminal 6 and the positive terminal are connected,terminal 6 is connected to the positive battery terminal,4,0.87112135
terminal 6 and the positive terminal are connected,the positive terminal is connected to terminal 6,4,0.970351
terminal 6 and the positive terminal are connected,the positive battery terminal is not connected,3,0.67060643
terminal 6 and the positive terminal are connected,positive battery terminal is separated by a gap,3,0.5401718
terminal 6 and the positive terminal are connected,positive battery terminal is separated by a gap from terminal 6,3,0.66760725
terminal 6 and the positive terminal are connected,terminal 6 is directly connected to the positive terminal.,4,0.9237638
terminal 6 and the positive terminal are connected,the positive terminal and terminal 6 are connected,4,0.9873457
terminal 6 and the positive terminal are connected,the two terminals are connected,4,0.79234457
terminal 6 and the positive terminal are connected,the negative battery terminal is seperated by a gap from terminal 6,4,0.6333156
terminal 6 and the positive terminal are connected,the negative battery terminal is serperated by a gap from terminal 6,4,0.6039964
terminal 6 and the positive terminal are connected,the negative battery terminal is seperated by a gap from terminal 6 making the voltage 0,4,0.60327166
terminal 6 and the positive terminal are connected,because the positive terminal is connected to terminal 6,4,0.88498276
terminal 6 and the positive terminal are connected,terminal 6 is connected to the positive terminal,4,0.98476785
terminal 6 and the positive terminal are connected,the positive battery terminal is connected to terminal 6,4,0.83699846
terminal 6 and the positive terminal are connected,the positive battery terminal is connected to terminal 6.,4,0.80174804
terminal 6 and the positive terminal are connected,the battery is damaged.,3,0.17997251
terminal 6 and the positive terminal are connected,because there was two positive connections,3,0.41587865
terminal 6 and the positive terminal are connected,terminal 6 and the positive battery terminal are connected,4,0.88596994
terminal 6 and the positive terminal are connected,because there is not gapp they are connected,4,0.37210843
terminal 6 and the positive terminal are connected,the bulb was damaged,3,0.11344372
terminal 6 and the positive terminal are connected,terminal 6 is not connected to the negative side of the battery,4,0.75586647
terminal 6 and the positive terminal are connected,the ppositive battery terminal is connected in terminal 6.,4,0.633563
terminal 6 and the positive terminal are connected,it was connected.,4,0.47642347
terminal 6 and the positive terminal are connected,idk,0,0.08920558
terminal 6 and the positive terminal are connected,the negative battery terminal is not reaching terminal 6,2,0.64616543
terminal 6 and the positive terminal are connected,no idea,0,0.09215473
terminal 6 and the positive terminal are connected,because it was damaged.,3,0.05145301
terminal 6 and the positive terminal are connected,the negative battery terminal is separated by a gap from terminal 6.,3,0.617993
terminal 6 and the positive terminal are connected,because the positivebattery terminal is connected to terminal 6,4,0.73450226
terminal 6 and the positive terminal are connected,the terminals are connected to each other.,4,0.73620296
terminal 6 and the positive terminal are connected,because the positive battery terminal is not separated by a gap from terminal 6.,4,0.6438043
terminal 6 and the positive terminal are connected,their is a gap.,2,0.14116004
terminal 6 and the positive terminal are connected,terminal 6 and the positive terminal have the same electrical state.,2,0.7699408
terminal 6 and the positive terminal are connected,the positive battery terminal is connected by a gap from terminal 6.,3,0.7465296
terminal 6 and the positive terminal are connected,there is a gap in the connection,3,0.4347247
terminal 6 and the positive terminal are connected,connect to the terminal,2,0.6332359
terminal 6 and the positive terminal are connected,the battery terminal is connected to terminal 6.,2,0.7223607
terminal 6 and the positive terminal are connected,the positive battery terminal is not seperated by a gap from terminal 6.,4,0.6763463
terminal 6 and the positive terminal are connected,it is not connected.,3,0.48568606
terminal 6 and the positive terminal are connected,not seperated by a gap,2,0.17392118
terminals 1 and 2 are connected,there is a gap between terminal one and two,3,0.67245764
terminals 1 and 2 are connected,there is a gap between terminal one and two and the positive battery terminal,3,0.5802614
terminals 1 and 2 are connected,the terminals are seperated from the positive terminal,3,0.78827655
terminals 1 and 2 are connected,the terminal 1 is connected to terminal 2,4,0.9046205
terminals 1 and 2 are connected,there was a gap between the positive battery terminal and terminal 1.,3,0.54493016
terminals 1 and 2 are connected,there was a gap between the positive battery terminal and terminal 2.,3,0.54052526
terminals 1 and 2 are connected,there was no gap between the positive battery terminal and terminal 1 and terminal 2.,3,0.6021924
terminals 1 and 2 are connected,because they were both seperated.,3,0.25070515
terminals 1 and 2 are connected,terminal 1 is connected to terminal 2.,4,0.8782772
terminals 1 and 2 are connected,terminal one is connected to the negative,3,0.7354788
terminals 1 and 2 are connected,terminal is connected to the negative battery,3,0.5944401
terminals 1 and 2 are connected,there is a gap in terminal 1,3,0.5861799
terminals 1 and 2 are connected,both terminals were connected to the negative terminal of the battery,2,0.6418031
terminals 1 and 2 are connected,a terminal is connected to the negative terminal of the battery,2,0.60582364
terminals 1 and 2 are connected,terminals are separated by a gap between the positive and the negative terminals,3,0.6723114
terminals 1 and 2 are connected,terminals are separated by a gay between the positive and negative terminals of the battery,3,0.6085251
terminals 1 and 2 are connected,terminal 1 is not seperated by a gap from terminal 2.,4,0.6808513
terminals 1 and 2 are connected,there is not difference in eletcrical states,2,0.06697499
terminals 1 and 2 are connected,ok,0,0.050649684
terminals 1 and 2 are connected,terminal 1 and terminal 2 possess no difference,2,0.7177406
terminals 1 and 2 are connected,terminal has the same electrical state,2,0.6640623
terminals 1 and 2 are connected,there was a gap from terminal 2 to terminal 6,1,0.52803355
terminals 1 and 2 are connected,sfsf,0,0.1417379
terminals 1 and 2 are connected,cd,0,0.10301786
terminals 1 and 2 are connected,terminal 1 is connected to a battery,1,0.7296952
terminals 1 and 2 are connected,i have no idea,0,0.08050964
terminals 1 and 2 are connected,the terminal is connected,2,0.7588522
terminals 1 and 2 are connected,the terminals are connected to each other,4,0.88680303
terminals 1 and 2 are connected,terminal 1 is connected to terminal 2,4,0.8999184
terminals 1 and 2 are connected,because there was no difference,2,0.082423404
terminals 1 and 2 are connected,both of the terminals are connected to the negative battery terminal,4,0.6909771
terminals 1 and 2 are connected,terminal 1 and 2 are connected to the negtive terminal of the battery,4,0.82849306
terminals 1 and 2 are connected,the terminals are connected,4,0.8792024
terminals 1 and 2 are connected,they have the same voltage,1,0.19104221
terminals 1 and 2 are connected,terminal 1 was connected to a negative terminal 2.,3,0.78550565
terminals 1 and 2 are connected,terminals 1 and 2 are seperated by a gap,3,0.79308814
terminals 1 and 2 are connected,terminals 1 and 2 are not seperated by a gap,4,0.74066377
terminals 1 and 2 are connected,they are both connected to the negative battery terminal,2,0.5809531
terminals 1 and 2 are connected,there is no difference in electrical states,2,0.17522699
terminals 1 and 2 are connected,because there is not circuits going through one,3,0.34546933
terminals 1 and 2 are connected,there is not charge between them,3,0.35860515
terminals 1 and 2 are connected,there was a gap between terminal 1 and terminal 2.,3,0.65934396
terminals 1 and 2 are connected,there is not a gap between terminal 1 and terminal 2.,4,0.66471237
terminals 1 and 2 are connected,a terminal is not connected to the positive battery terminal.,2,0.56890804
terminals 1 and 2 are connected,terminal 1 and terminal 2 are connected,4,0.9167453
terminals 1 and 2 are connected,because they are connected,4,0.4806364
terminals 1 and 2 are connected,ht negative battery terminal is seperated by a gap from terminal 1 and 2,3,0.54382324
terminals 1 and 2 are connected,the negative battery terminal is seperated by a gap from terminal 1 and 2,3,0.5748948
terminals 1 and 2 are connected,because they are both connected.,4,0.45543486
terminals 1 and 2 are connected,they are connected,4,0.6040416
terminals 1 and 2 are connected,because terminal 1 and 2 are connected to the negative battery terminal,2,0.68619275
terminals 1 and 2 are connected,terminal 1 and 2 have the same difference in electrical states,3,0.7062119
terminals 1 and 2 are connected,the voltage was 0 because they were on the same negative battery terminal.,2,0.2873036
terminals 1 and 2 are connected,terminal 1 and 2 have the same voltage because there is a working bulb connected to the negative battery terminal.,2,0.6069988
terminals 1 and 2 are connected,they are both connected to the negative battery terminal.,4,0.54795796
terminals 1 and 2 are connected,because there was two negative connections,3,0.3339829
terminals 1 and 2 are connected,because there is no gap between the terminals,4,0.5736088
terminals 1 and 2 are connected,terminal 1 and terminal 2 are on the same side.,2,0.7195322
terminals 1 and 2 are connected,they are connected no gaps,4,0.47645453
terminals 1 and 2 are connected,connected to the negative terminal,2,0.64649326
terminals 1 and 2 are connected,the positive battery terminal is separated by a gap from terminal 2.,2,0.58709574
terminals 1 and 2 are connected,they were connected.,4,0.5420941
terminals 1 and 2 are connected,there is a gap in the path.,3,0.25809336
terminals 1 and 2 are connected,there is no charge,3,0.0944809
terminals 1 and 2 are connected,terminal 1 and terminal 2 are connected to the negative terminal of the battery,2,0.7711157
terminals 1 and 2 are connected,connectedtto - side,2,0.37687206
terminals 1 and 2 are connected,because they were connected within the same terminal.,4,0.590933
terminals 1 and 2 are connected,the are both connected the negative battery terminal.,2,0.5738323
terminals 1 and 2 are connected,there is a gap between terminals 1 and 2 from the positive battery terminal,2,0.61927885
terminals 1 and 2 are connected,there was a gap from terminal,3,0.4564631
terminals 1 and 2 are connected,terminal 1 is connected to the negative terminal.,2,0.79854476
terminals 1 and 2 are connected,because they were both on the negative terminal.,2,0.45942038
terminals 1 and 2 are connected,terminal 1 and terminal 2 are connected to the negative battery terminal.,2,0.7423386
terminals 1 and 2 are connected,because terminal 2 is connected to the positive terminal of the battery through a broken bulb.,3,0.5659812
terminals 1 and 2 are connected,they both connected to the negative terminal,2,0.69800645
terminals 1 and 2 are connected,becuae they are connected to the negative terminal,2,0.6474261
terminals 1 and 2 are connected,contained in the same circuit not connected to the opposite terminal,3,0.64789695
terminals 1 and 2 are connected,because there is a gap.,3,0.14510891
terminals 1 and 2 are connected,they are connected to each other,4,0.55108577
terminals 1 and 2 are connected,terminall 1 and terminal 2 are connected.,4,0.84368706
terminals 1 and 2 are connected,because they were connected to the same thing.,2,0.4166703
terminals 1 and 2 are connected,they are connected.,4,0.5909692
terminals 1 and 2 are connected,the terminals are separated from the positive battery terminal by a gap,3,0.6268786
terminals 1 and 2 are connected,"i don""t know.",0,0.08338847
terminals 1 and 2 are connected,they are one the same negative,2,0.17981064
terminals 1 and 2 are connected,terminal 1 and terminal 2 are connected to each other.,4,0.8759709
terminals 1 and 4 are connected,terminal one is connected to terminal four,4,0.875084
terminals 1 and 4 are connected,the terminal 1 is connected to terminal 4,4,0.8961536
terminals 1 and 4 are connected,there was no gap between the positive battery terminal and terminal 1 and terminal 4.,3,0.6080134
terminals 1 and 4 are connected,because they were both seperated.,3,0.19527517
terminals 1 and 4 are connected,because terminal 1 is directly connected to terminal 4,4,0.7943967
terminals 1 and 4 are connected,terminal 1 is connetced to terminal 4,4,0.7931856
terminals 1 and 4 are connected,tereminal 1 is connected to terminal 4,4,0.7239498
terminals 1 and 4 are connected,there is a difference in electrical states,3,0.16768439
terminals 1 and 4 are connected,terminal 1 and terminal 4 are the same,2,0.757276
terminals 1 and 4 are connected,the terminal is connected,2,0.72871643
terminals 1 and 4 are connected,"i""m not sure",0,0.045037735
terminals 1 and 4 are connected,there is a gap in the path,2,0.2425356
terminals 1 and 4 are connected,there is a gap between terminal 1 and terminal 4,3,0.7004549
terminals 1 and 4 are connected,there is a gap in the circuit,2,0.29310971
terminals 1 and 4 are connected,terminal 1 is connected to terminal 4,4,0.8965917
terminals 1 and 4 are connected,the terminals are connected,4,0.8469415
terminals 1 and 4 are connected,terminals are connected,4,0.8590237
terminals 1 and 4 are connected,terminal 1 was connected to a negative terminal 4.,3,0.7893319
terminals 1 and 4 are connected,terminals 1 and 4 are not seperated by a gap,4,0.7506259
terminals 1 and 4 are connected,terminal 1 is connected to terminal 2,1,0.7702693
terminals 1 and 4 are connected,terminal 1 i connected to terminal 6,3,0.7002795
terminals 1 and 4 are connected,a terminal is not connected to the positive battery terminal.,2,0.54385084
terminals 1 and 4 are connected,terminal 1 and terminal 4 are connected,4,0.9179142
terminals 1 and 4 are connected,because they are connected,4,0.4651356
terminals 1 and 4 are connected,terminal 1 is seperate from terminal 4,3,0.7789815
terminals 1 and 4 are connected,because they are both connected,4,0.4439817
terminals 1 and 4 are connected,they are connected,4,0.5566151
terminals 1 and 4 are connected,they are connected to each other,4,0.48769802
terminals 1 and 4 are connected,terminal 1 is connected to terminal 4.,4,0.86800325
terminals 1 and 4 are connected,same reason as 2,3,0.22957745
terminals 1 and 4 are connected,because the two terminals are connected,4,0.7057431
terminals 1 and 4 are connected,terminal 1 and 4 connected,4,0.9365112
terminals 1 and 4 are connected,they are both connected to the negative battery terminal,2,0.5121884
terminals 1 and 4 are connected,the positive battery terminal is separated by a gap from terminal 4.,2,0.5710377
terminals 1 and 4 are connected,1 is connected to terminal 2.,1,0.76614225
terminals 1 and 4 are connected,terminal 1 is connected to terminl 4.,4,0.7056369
terminals 1 and 4 are connected,no charge,3,0.106198005
terminals 1 and 4 are connected,same as above,2,0.14084767
terminals 1 and 4 are connected,because they were connected within the same terminal.,4,0.56377673
terminals 1 and 4 are connected,terminal 1is connected to terminal 4,4,0.81983715
terminals 1 and 4 are connected,because terminal 1 is connected to terminal 4.,4,0.7635283
terminals 1 and 4 are connected,terminal 1 is connected toterminal 4,4,0.796196
terminals 1 and 4 are connected,terminal 1 is not connected to terminal 4.,3,0.83880925
terminals 1 and 4 are connected,terminal one is connected to terminal 4,4,0.85257006
terminals 1 and 6 are separated by the gap,terminal one is seperated from terminal six,2,0.68311614
terminals 1 and 6 are separated by the gap,terminal one is connected to the positve battery terminal,3,0.50853646
terminals 1 and 6 are separated by the gap,terminal one is not connected to terminal six,4,0.5650246
terminals 1 and 6 are separated by the gap,terminal 1 is not connected to terminal 6,4,0.5963726
terminals 1 and 6 are separated by the gap,the terminal 1 is seperated from terminal 6,4,0.721775
terminals 1 and 6 are separated by the gap,terminal 6 is connected to the positive battery terminal,2,0.5643564
terminals 1 and 6 are separated by the gap,there is a gap between the positive battery terminal and terminal 1 and terminal 6.,3,0.7125553
terminals 1 and 6 are separated by the gap,because terminal 1 is not connected to terminal 6.,4,0.5536154
terminals 1 and 6 are separated by the gap,because there is a gap in the connection between terminal 1 and terminal 6,4,0.72817206
terminals 1 and 6 are separated by the gap,terminal is connected to terminal 6,2,0.59794545
terminals 1 and 6 are separated by the gap,terminal 1 is connected to terminal 6,3,0.6443304
terminals 1 and 6 are separated by the gap,terminal 6 is connected to terminal 1,3,0.6310423
terminals 1 and 6 are separated by the gap,terminal 6 has gap,2,0.80645674
terminals 1 and 6 are separated by the gap,l,0,0.12605442
terminals 1 and 6 are separated by the gap,difference in electrial state,2,0.16203319
terminals 1 and 6 are separated by the gap,terminal 6 is connected to postive terminal of battery,2,0.57691103
terminals 1 and 6 are separated by the gap,there is a gap,2,0.5519869
terminals 1 and 6 are separated by the gap,the terminals are separated by a gap,4,0.8950629
terminals 1 and 6 are separated by the gap,there is a gap between terminal 1 and terminal 6,4,0.81951934
terminals 1 and 6 are separated by the gap,because there is a gap,2,0.44752553
terminals 1 and 6 are separated by the gap,connected to positive terminal,2,0.49966007
terminals 1 and 6 are separated by the gap,positve battery terminal,2,0.41539088
terminals 1 and 6 are separated by the gap,terminal 1 is connected to the negative terminal and terminal 6 is connected to the positive terminal,2,0.69627386
terminals 1 and 6 are separated by the gap,terminal 1 is connected to the negative battery terminal and terminal 6 is connected to the positive battery terminal,2,0.63002795
terminals 1 and 6 are separated by the gap,the terminals are not connected,4,0.5874458
terminals 1 and 6 are separated by the gap,terminal 1 was connected to a positive terminal 6.,3,0.67705524
terminals 1 and 6 are separated by the gap,terminal 1 was connected to a positive battery terminal.,3,0.50299525
terminals 1 and 6 are separated by the gap,terminals 1 and 6 are seperated by a gap,4,0.98636436
terminals 1 and 6 are separated by the gap,a terminal is connected to the positive battery terminal.,2,0.4712443
terminals 1 and 6 are separated by the gap,a terminal is not connected to the negative battery terminal.,2,0.3699484
terminals 1 and 6 are separated by the gap,a terminal is not connected to the positive battery terminal.,2,0.40136543
terminals 1 and 6 are separated by the gap,terminal 1 and terminal 6 are seperated by a gap,4,0.89400667
terminals 1 and 6 are separated by the gap,a gap separates terminal 1 from terminal 6,4,0.8933465
terminals 1 and 6 are separated by the gap,terminal 1 is seperate from terminal 6,4,0.68807894
terminals 1 and 6 are separated by the gap,terminal 1 is conected to terminal 6,3,0.6739417
terminals 1 and 6 are separated by the gap,terminal 1 is connected to negative,2,0.5365571
terminals 1 and 6 are separated by the gap,because they are separated by a gap,4,0.5518217
terminals 1 and 6 are separated by the gap,they are not connected,4,0.39645064
terminals 1 and 6 are separated by the gap,they are seperated by a gap from bulb c,4,0.5060317
terminals 1 and 6 are separated by the gap,they are seperated by a gap,4,0.65424246
terminals 1 and 6 are separated by the gap,terminal 1 is not connected to terminal 6.,4,0.584295
terminals 1 and 6 are separated by the gap,terminal 6 is connected to the positive battery terminal.,2,0.5588467
terminals 1 and 6 are separated by the gap,because there is a positive and negative connections,3,0.19732192
terminals 1 and 6 are separated by the gap,there is a gap between the two terminals,4,0.7871413
terminals 1 and 6 are separated by the gap,they are connected to different terminals,2,0.6506776
terminals 1 and 6 are separated by the gap,it closes the circuit,3,0.28089365
terminals 1 and 6 are separated by the gap,1s connected to 6,3,0.48433673
terminals 1 and 6 are separated by the gap,there is a gap seperating terminal 1 from terminal 6,4,0.83113986
terminals 1 and 6 are separated by the gap,connected tpo positive sie= circuit complete,3,0.20495093
terminals 1 and 6 are separated by the gap,because they are not connected within the same terminal.,4,0.4316525
terminals 1 and 6 are separated by the gap,there is a gap between terminal 1 and terminal 6.,4,0.77946115
terminals 1 and 6 are separated by the gap,there is a gap between terminals 1 and 6,4,0.9124933
terminals 1 and 6 are separated by the gap,"terminal 1 and terminal 6 are not connected, there is a gap",4,0.80448943
terminals 1 and 6 are separated by the gap,because there is a gap between terminal 1 and terminal 6.,4,0.65616786
terminals 1 and 6 are separated by the gap,because terminal 1 and 6 are connceted to the battery.,1,0.58418053
terminals 1 and 6 are separated by the gap,terminal 1 is connected to terminal 6 which is on the other side of the short circuit,3,0.67151195
terminals 1 and 6 are separated by the gap,there is a gap between them - not connected,4,0.57775015
terminals 1 and 6 are separated by the gap,there is a gap between 1 and 6,4,0.66212463
terminals 1 and 6 are separated by the gap,terminal 1 is not connected to terminal 6 because there is a gap.,4,0.7775358
terminals 1 and 6 are separated by the gap,they are separated by a gap.,4,0.6550694
terminals 1 and 6 are separated by the gap,terminal 6 is connected to the positive terminal of the battery,2,0.588874
terminals 1 and 6 are separated by the gap,terminal one is not connected to terminal 6,4,0.5621346
terminals 1 and 6 are separated by the gap,"there""s a gap",2,0.4821645
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,it allows you to measure electrical states between terminals,3,0.47296184
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,"because the voltage measures the difference in electrical states of two terminals, so it can determine where there is a gap, or wehre there is a connection.",4,0.51489437
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,"voltage is the difference in electrical states between two terminals, so a gap or a connection in a circuit can be determined by the voltage.",4,0.58292997
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,"the electrical state between two terminals is the voltage. a gap shows voltage, while a connection results in no voltage.",3,0.46527627
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,"a bulb connects the terminals, so there will be a difference in electrical state if there is a fault.",4,0.60752046
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,you can find where there is a gap,2,-0.024356414
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,find where there are different electrical states,2,0.33563548
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,a gap chause different electrical states with different voltages,2,0.3080851
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,measuring voltage between the positive battery terminal and the bulb terminal determines the gap in the connection.,3,0.62404794
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,there will be a gap between the positive battery terminal and the bulb terminal,3,0.37330806
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,because if there is a gap you will be able to determine where the burned out bulb is located.,2,0.4328044
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,because it measures the difference in electrical states between two gaps,3,0.47614962
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,i have no idea,0,0.10241412
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,an electircl aasoidrjf,0,0.07993559
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,a bulb causes a difference in electrical state,3,0.62585914
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,the gap will cause there to be a difference in electrical states.,4,0.2691683
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,the gap in the connection causes different electrical states.,4,0.27796867
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,because you can find the difference in the voltage by measuring the gap,2,0.48956332
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,1.50v,3,0.317405
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,you can see where the gap is,2,0.025887907
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,the electrical state can locate the gap,2,0.3425696
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,l,0,0.0454872
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,"where there is a difference in electrical state, that is where the gap in the connection is.",4,0.36348695
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,the electrical state difference tells you where the gap is.,4,0.38328514
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,"it helps you locate where the damanged bulb is by telling you where there is a difference in electrical states and where there isn""t",4,0.6436006
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,a battery uses a chemical reaction to maintain different electrical states between two terminals,1,0.2500484
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,which i mentioned,0,0.016042281
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,a electrical state difference?,2,0.4495268
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,power,3,0.1246638
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,elictrical state of batter and terminal,3,0.28792816
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,because if there is a voltage that means there is a gap,2,0.39777485
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,the value of the measurement indicates if there is a gap,4,0.2819931
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,there is a gap in the connection,2,0.039032277
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,a gap causes a lost connection,2,0.0025610137
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,because no difference in the electrical states of two terminals in a connection is where the gap is.,3,0.15814762
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,"because by measuring voltage, you find the gap where there""s a difference in electrical states.",4,0.5803583
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,because a difference in electrical states shows where the gap is,4,0.31957078
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,because if there is a difference in electrial states then there is a gap. that will located the burned out bulb,4,0.45923838
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,"if there is a difference in electrial states there won""t be a complete connection",2,0.16027915
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,you can locate the gap because there is a difference in electrical states between the connections,4,0.1830623
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,if there is a difference in voltage it means that is where the gap is,4,0.49335876
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,we can find the burnt out bulb by finding voltage between different terminals,2,0.5533085
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,the electrical state will be different in the gap,2,0.28138256
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,the difference electrical state will show the burnt bulb,2,0.59921604
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,tell answer,0,0.027332006
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,it shows the difference in electrical states where there are connections and gaps,4,0.45797625
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,the electrical states will be different when there is a gap,4,0.27777168
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,the electrical state will be non-zero,2,0.34159878
measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,it allows you to measure if there is gap. gaps indicate a break in the electrical flow.,4,0.45963553
