reference_answer,student_answer,score,similarity
measure out equal masses of walnuts and peanuts. smash the samples uniformly in the same size area on brown paper. wait the same time for each sample.,"first you must have the same mass. then, you must smear them on the same type of brown paper, but spread evenly in the circle. finally, you must wait the same amount of time.",4,0.57606274
measure out equal masses of walnuts and peanuts. smash the samples uniformly in the same size area on brown paper. wait the same time for each sample.,first you need 2 cups a little cube of a toy and a measurement and 3 brown paper with circular. and wait for 2 days.,2,0.4017071
measure out equal masses of walnuts and peanuts. smash the samples uniformly in the same size area on brown paper. wait the same time for each sample.,"first you will need 2 cups, a scale, brown paper indicator food, and the same size circle on brown paper, one gram fat the cups on the scale then put the paper on the cups. put the one gram on one side and the food on the other side, the scale must be even. after you did that with both foods keep the food on the brown paper for 2 days. after 2 days the one with the bigger grease spot is the one with the most fat in it.",2,0.45339304
measure out equal masses of walnuts and peanuts. smash the samples uniformly in the same size area on brown paper. wait the same time for each sample.,first you need brown paper indicator weight and one gram block. take the weight in brown paper indicator and weight one gram. for the peanuts and walnuts on the brown paper and wait 48 hours.,2,0.7298016
measure out equal masses of walnuts and peanuts. smash the samples uniformly in the same size area on brown paper. wait the same time for each sample.,first take one gram or milligram and take a brown paper indicator and put it on a scale and when the food is one gram put it aside for 2 days and then see which one has the most grease.,2,0.4328964
measure out equal masses of walnuts and peanuts. smash the samples uniformly in the same size area on brown paper. wait the same time for each sample.,"you can take 2 small pieces of brown paper take one walnut out of the shell, smash it down on one of the pieces of paper, do the same with the peanut, and let them sit overnight maybe 2 nights then look at the brown papers. the one with a larger grease spot has more fat.",3,0.64513266
measure out equal masses of walnuts and peanuts. smash the samples uniformly in the same size area on brown paper. wait the same time for each sample.,the procedure anna can use is she can get a grit chart to count the squares to see how much fat it has. then see if they both compare to each other.,1,0.3773601
measure out equal masses of walnuts and peanuts. smash the samples uniformly in the same size area on brown paper. wait the same time for each sample.,you can grade a piece of brown paper get a walnut and peanut butter smash both on separate piece of paper and wait 24 hours. but make sure they weigh the same or the grease stain on one might be bigger.,2,0.57775676
measure out equal masses of walnuts and peanuts. smash the samples uniformly in the same size area on brown paper. wait the same time for each sample.,anna should make sure one is not salted and one is not.,1,0.10357664
measure out equal masses of walnuts and peanuts. smash the samples uniformly in the same size area on brown paper. wait the same time for each sample.,she will measure and leave them 20 day to see how much she did it.,2,0.17068619
measure out equal masses of walnuts and peanuts. smash the samples uniformly in the same size area on brown paper. wait the same time for each sample.,you could check on the back of the bag that sees which one have more grease.,1,0.21759482
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,"using only the results from her experiment, anna will know which one has more fat in it by the larger the grease spot the more fat.",4,0.8302479
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,the way anna will know is the bigger the spot the more fat.,4,0.5782364
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,she will know which one has the most fat is checking the size of the grease spots.,4,0.6638887
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,look at the grease that is on it and what has the most grease has the most fat.,4,0.63131535
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,the bigger the grease spot the more fat.,4,0.7169462
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,she will know because the one with a big spot has more fat than the other one.,4,0.49472228
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,she can tell by how big each grease spot is so if walnuts had more fat it would have a bigger grease spot.,4,0.5738941
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,whichever one is higher on the graph has more fat.,2,0.4011626
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,you can tell which one has more fat by looking at the brown piece of paper and the biggest grease spot has more fat in it.,4,0.6677083
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,the one that has more fat on the paper.,2,0.3934297
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,anna will know by mix and dividing it and she will get a percentage of how much fat is in walnuts and peanuts.,1,0.41689336
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,the nut with the largest grease spot has the most fat.,4,0.605935
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,whichever one has more oil spread out on the paper towel has the most fat.,4,0.5529425
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,she will know by the grease mark on the brown piece of paper.,2,0.35251653
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,the one that has the bigger grease stain.,4,0.5757354
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,anna would know by looking at the 2 pieces of paper and seeing the paper that has more grease on it. the one that has more grease on it has more fat.,4,0.70129544
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,let it sit for a day and if there was a grease spot that is how she would find out.,2,0.4454149
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,"by the time 2 days are up both indicators will have a grease spot, both representing a walnut and a peanut the one with the biggest grease spot has the most fat.",4,0.53269064
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,she will get the results with the biggest grease spot. for the most fat.,4,0.6353079
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,then she will know that walnut or peanuts has more fat.,1,0.3490155
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,anna will measure the grease spot then she will figure out which one has more fat.,4,0.76324666
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,"by waiting for 2 days from morning until night, then you will see which one is fattier.",1,0.36094022
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,peanut has more than walnut.,1,0.21067496
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,the brown paper will look wet and that will tell you which one has more fat in them.,4,0.502573
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,the more grease the more fat there is.,4,0.63933545
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,you get grid paper and put it on the grease spot and count the square in the grease spot.,4,0.3620314
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,it will show a grease spot. then you get a graph paper then it will show how many percent it has.,4,0.3596356
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,on your indicator whichever had more grease spots.,2,0.51555836
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,look at the grease marks.,2,0.49399468
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,you take the grid chart over each food sample and count the squares that is filled with grease marks.,4,0.38754097
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,the grease marks will show her which one has more fat.,4,0.68086636
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,anna will know which food has more fat by the grease spots on the brown paper.,4,0.64859825
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,the one that has more grease will have more fat.,4,0.73230445
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,first you need a square centimeter chart. put it in the circle and add them. the cross that are half add them to each other.,2,-0.007843011
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,they should see which has more grease.,4,0.6332584
anna should compare the size of the grease spots. the sample with the larger grease spot has more fat.,lay the crushed walnuts and peanuts on brown paper.,1,0.07335447
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,"putting the bag of yeast, warm whatever the food sample you are tasting.",1,0.3972771
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,whichever food has the most carbohydrates has more sugar. and that is how she will know her results.,2,0.63590395
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,finally susan will have to get a volume tube put the bag in it and press down. then you are done.,2,0.4584171
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,susan will know which food contains the most sugar by how high the volume tube goes. look at the one with the highest number or highest volume tube.,4,0.7519788
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,if one puff up more that means that it has sugar in it.,4,0.41471237
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,she will know because the bag that was highest in the volume tube when pressing down has the most sugar.,4,0.57902944
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,the number that is higher when you put the bags in them push until pressure has more sugar.,4,0.57488334
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,by how much carbon dioxide. the fattest bag.,2,0.47124928
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,"when the volume tube shows that the food has more carbon dioxide in it, that means that food has the most sugar.",4,0.5847493
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,by the volume tube how much carbon dioxide. the more carbon dioxide the more sugar.,4,0.4616973
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,"susan will know how much sugar is in the foods by putting each bag in a volume tube one at a time. when her finder stops after pushing the top, the bottom of the part she pushes down will be on a number. that number is the milliliters of sugar in the food. whichever number is the highest, that means that food has the most sugar.",4,0.7855981
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,whichever bag has the highest recording has the most sugar.,2,0.5657889
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,she will know because one bag will be different.,2,0.46574986
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,if how much carbon dioxide there is in the volume tube.,2,0.22760335
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,the food with most carbon dioxide has the most sugar.,4,0.5667727
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,susan will know which food contains the most sugar seeing which one has the most carbon dioxide.,4,0.71061474
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,the bag with the most carbon dioxide has the most sugar in it.,4,0.65905124
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,"the food that has the most, carbon dioxide, carbon dioxide has the most sugar.",4,0.55122054
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,when the timer stop for 10 minutes put the baggie into the volume tube to see which food had the most sugar.,4,0.6064423
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,she will know which one has the most sugar by measuring the volume and if the food has a lot of sugar. you will see it because it will have a lot of carbon dioxide in the bag.,4,0.7491813
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,she will know how much sugar does one have by looking at the bags. if one has a lot of air then that one produces more sugar.,4,0.68108904
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,the yeast will react and the bag is going to fill up with and measure it with air and measure it with a volume measure.,2,0.435742
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,the one that has the most sugar is inflated and fat.,4,0.5121284
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,i will have big grease stain.,1,0.08026001
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,the more sugar the more carbon dioxide and the more carbon dioxide the bigger the volume.,4,0.4948454
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,maybe by using the value shared.,2,0.11792296
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,compare the bags and see which one has the most gas in the bag. the one that has the most has the most carbohydrates or sugar.,4,0.78560287
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,"the more air in the bag, the more sugar.",4,0.64474833
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,"compare the bags to see which bag has more carbon dioxide in it 50, the more carbon dioxide in the bag the more sugar the food has.",4,0.7421237
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,she would know by the volume tube.,4,0.23070972
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,the more carbon dioxide the more sugar.,4,0.45533103
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,whichever one has the most carbon dioxide in the baggy has the most carbohydrates.,4,0.54483247
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,whatever has the most milliliters of poop will have the most sugar.,2,0.54482025
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,the one without the fat spot.,3,0.10389347
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,whichever food item has the highest number. the highest one is the one with more sugar in it.,2,0.5562211
susan should compare the amount of gas in each bag. the bag with the most gas contains the food with the most sugar.,"there will be more, bubbles, gas than the other.",4,0.262041
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, because with pure sugar is higher than 200 milliliters and fruity cream cookies is 150 milliliters.",4,0.7786132
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",they are not pure sugar. my evidence is pure sugar has 200 milliliters. they only have 150.,4,0.57841545
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",i think yes and no because cookies are not just pure sugar they are sweet as well so they do have sugar but not a whole lot of sugar.,3,0.80314016
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",fruity cream cookies is not pure sugar because it would be as high as the volume tube with pure sugar.,4,0.9028261
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",no because the fruity cream cookies are only 150 milliliters while pure sugar is 200 milliliters.,4,0.84816504
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, they are not pure sugar because the pure sugar is 200 milliliters and the cookie is 150 milliliters.",4,0.8084644
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, fruity cream cookies have 150 milliliters of carbon dioxide and pure sugar has 200 milliliters carbon dioxide.",4,0.7474035
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no but they do have sugar. if it was pure sugar, it would be 200 milliliters not 150 milliliters like it is.",4,0.610277
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",no because the experiment tells so cookies have 150 while sugar has 200.,4,0.56538415
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",no because they had less carbon dioxide than the pure sugar did.,4,0.52558285
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","fruity cream cookies are not pure sugar because if it was pure sugar, it would be just like the pure sugar in other tube.",4,0.8970473
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",no fruity cream cookies are not pure sugar. my evidence is that there was more carbon dioxide in the pure sugar volume tube than in the fruity cream cookies tube. and carbon dioxide is provided when yeast has warmth sugar and water.,4,0.91889256
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",fruity cream cookies are not pure sugar. i know this because if the fruity cream cookies were pure sugar the volume tube would read the same.,4,0.8472392
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",the fruity cream is not pure sugar because the cookie amount of milliliters does not meet the amount of milliliters in pure sugar.,4,0.81433487
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",finally cream cookies are not pure sugar i know that because.,2,0.8262139
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",no because on the diagram it shows pure sugar is more than fruity cream cookies.,2,0.87325907
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",no fruity cream cookies are not pure sugar because it is fruity. fruity means it is fruit.,2,0.8851993
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",yes because fruity cream cookies have sugar.,3,0.79879284
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",they are almost pure sugar because they column tube on the left is above 200 milliliters and the one on the right is below.,4,0.55750215
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, because they have less carbon dioxide than pure sugar.",4,0.5630538
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, fruity cream is not pure sugar the chart says that the cookies are at 150 milliliters and pure sugar is 200 milliliters.",4,0.89050996
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","fruity cream cookies are pure sugar, because the volume tube tells if it has sugar and it has sugar because it is sweet.",3,0.8623516
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, because on the top it has the name of the cookies and it shows how much sugar it has in it.",2,0.56883466
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, because there is fruit and fruit does not have that much sugar.",2,0.56622016
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, because the pictures on the right show you that the cookies have less.",2,0.4787292
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","yes, my evidence is that diva's father said that they were pure sugar.",3,0.5030085
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, fruity cream cookies are not pure sugar because if you compare it the cookies are not the same mass.",2,0.93852246
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, fruity cream cookies are not pure sugar because they are not 4 grams.",2,0.89187235
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",no they are not pure sugar if it was it would pass 350 milliliters.,4,0.64242756
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, fruity cream cookies are not pure sugar because pure sugar is about 200 and fruity cream cookies are at least 150 milliliters.",4,0.93407196
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, fruity cream cookies is not pure sugar because pure sugar is 200 milliliters and fruity cream cookies is less than 200 milliliters.",4,0.9234128
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, fruity cream cookies are not pure sugar. my evidence was, pure sugar result were 200 milliliters and the cookies were 150.",4,0.94314533
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.","no, they are not put sugar because when she put the cookies in the volume measure it was not to the highest number.",4,0.65213317
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",fruity cream cookies have a lot of pure sugar and the cream cookies have less sugar.,1,0.7539378
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",fruity cream cookies are not pure sugar and my evidence is that pure sugar is 200 milliliters but fruity cream cookies is only 150 milliliters.,4,0.80968183
"no, fruity cream cookies are not pure sugar. the cookies did not produce as much gas as was produced by the pure sugar.",yes because cookies has a lot of sugar in it.,3,0.65953934
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,diva needed to test pure sugar so that she could make sure fruity cream cookies did not have as much carbon dioxide as pure sugar to see if her dad was wrong.,4,0.74374217
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,diva needed to test pure sugar because that is how much she is eating with the cookies. so it is not good to have too much or else she will have diabetes.,2,0.71132165
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,susan will know which food contains the most sugar when the tube with bag inside can stop all the way to the top.,1,0.47957826
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,"tube, warm water 50 milliliters, 40 to 50 bag syringe, yeast, tube, testing food, measuring utensils.",1,0.34235337
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,diva needed to test pure sugar so he know if the cookies was pure sugar.,4,0.76631343
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,because her dad said the cookies were pure sugar.,1,0.479261
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,because diva's dad said they were pure sugar and so diva investigated both to see what one had more sugar.,2,0.58820987
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,so she could prove that cream fruit cookies had less than pure sugar.,1,0.5122948
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,to see if it as in the cookies was exactly pure sugar.,1,0.5268897
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,"a volume tube, yeast, water, and a warm bath.",1,0.30149773
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,to compare pure sugar and fruity cream cookies.,2,0.51935214
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,the one with the most carbon dioxide in the volume tube has the most sugar.,4,0.39036596
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,"diva needed to test pure sugar because if she just tested fruity cream cookies, she would have no proof of them having less milliliters than pure sugar.",4,0.7692416
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,to see if pure sugar was the same as fruity cream cookies.,2,0.5279587
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,because she wanted to know how much sugar it has.,2,0.53770447
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,"she needed to test the pure sugar because she needed a controlled variable because if she did not, she would not know how much sugar is in sugar and she cannot compare the cookies and the sugar.",4,0.7485357
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,so she could compare the results and see if they are the same.,4,0.36843118
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,diva needed to test pure sugar as a control to compare with the fruity cream cookie.,4,0.77063847
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,to see what fruity cream cookies percentage from real sugar.,1,0.5510666
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,because her dad does not want to eat that much sugar.,1,0.3973923
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,she needed to test pure sugar to find out if fruity cream cookies are pure sugar.,4,0.68642354
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,to see how much sugar it really has.,2,0.4662596
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,to see which one has the more sugar to compare with the fruity cream cookies.,1,0.41906387
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,she tested pure sugar because she needed something to go against with the cookies.,4,0.6613516
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,to see what has more sugar than fruity cream cookies.,1,0.4307079
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,she needed to compare if fruity cream cookies is pure sugar.,2,0.6350079
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,she needed to test pure sugar because then there would be nothing to compare with.,2,0.6057769
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,to show her dad the cookies are not equal to pure sugar.,1,0.52949125
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,so she could see which one has more sugar than the other. then she can see which one has less sugar and she can eat that one.,2,0.50861526
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,diva needed to test pure sugar because her dad said to not eat that many cookies because they are pure sugar.,2,0.72885156
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,to see if fruity cream cookies was pure sugar.,1,0.5304824
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,so she can prove to her dad that the cookies are not pure sugar. so she can have fruity cream cookies.,1,0.49466485
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,diva needed to test pure sugar because she needed to see if pure sugar itself had more or less than fruity cream cookies.,2,0.77814835
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,because if she did not know it she would not know how much it was or if they were the same.,4,0.3216064
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,so she can compare them or else she could not compare the amounts.,1,0.3944094
diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. diva needs to make a controlled experiment.,so she can see the difference of the pure sugar and regular sugar.,1,0.5458747
the food contains sugar.,carbon dioxide carbon dioxide.,1,0.26065093
the food contains sugar.,there is sugar in the mixture.,4,0.80381614
the food contains sugar.,the chemical reaction indicates that it has a lot of sugar in it.,4,0.65135
the food contains sugar.,it indicates that there is acid.,1,0.22876203
the food contains sugar.,the chemical reaction indicates sugar.,4,0.6560375
the food contains sugar.,the food has sugar in it.,4,0.97713625
the food contains sugar.,"chemical reaction means it has what you are looking for, sugar, acid, fat.",4,0.3819663
the food contains sugar.,that it contains sugar.,4,0.7302045
the food contains sugar.,that the food she tested did contain sugar.,4,0.6509965
the food contains sugar.,this chemical indicates sugar.,4,0.65340817
the food contains sugar.,it had acid.,1,0.25875214
the food contains sugar.,it indicates that sugar is in the food.,4,0.7695816
the food contains sugar.,it indicates that there is sugar in that food.,4,0.7924335
the food contains sugar.,it indicates that sugar is in the food.,4,0.7695816
the food contains sugar.,this means that there was acid and or sugar in the product.,4,0.53327477
the food contains sugar.,it indicates that it has food in it.,1,0.516085
the food contains sugar.,it indicates there is sugar in the food.,4,0.76921445
the food contains sugar.,it indicates that there is sugar in the food.,4,0.77382916
the food contains sugar.,it indicates a sugar test to see how much sugar there is.,4,0.4832038
the food contains sugar.,it probably has a lot of acid.,1,0.24618354
the food contains sugar.,it indicates carbon dioxide.,1,0.18514037
the food contains sugar.,that is has a lot of acid and vitamin c.,1,0.27647856
the food contains sugar.,that there is sugar in the food.,4,0.84644556
the food contains sugar.,that it has a lot of acid and sugar.,4,0.59625316
the food contains sugar.,the reaction indicates that it has carbon dioxide.,1,0.22007027
the food contains sugar.,the chemical reaction indicates sugar.,4,0.65603745
the food contains sugar.,that there is acid present yeast indicates sugar.,4,0.53462464
the food contains sugar.,that the food had sugar in it and carbon dioxide.,4,0.6767688
the food contains sugar.,it indicates that the it has acid in it.,1,0.26162592
the food contains sugar.,the reaction indicates that yeast contains acid.,1,0.26057842
the food contains sugar.,the she tested sugar and it also indicates that the water was too hot.,4,0.41799888
the food contains sugar.,the chemical indicated carbon dioxide and sugar.,4,0.51792437
the food contains sugar.,it indicates how much sugar there is.,4,0.5984346
the food contains sugar.,the chemical reaction indicates how much sugar is in the food.,4,0.7203142
the food contains sugar.,that the food she tested had a lot of sugar and because she probably put sugar in it.,4,0.59667134
the food contains sugar.,this chemical reaction indicates that there is sugar presence in the sample of the food.,4,0.7310046
"if gas (carbon dioxide) is produced, the food contains acid. if no gas is produced, the food does not contain acid.",not much sugar is in the thing she is testing.,2,0.2236051
"if gas (carbon dioxide) is produced, the food contains acid. if no gas is produced, the food does not contain acid.",the results tell her that acid is present.,2,0.34318963
"if gas (carbon dioxide) is produced, the food contains acid. if no gas is produced, the food does not contain acid.",if it has a lot of sugar a little bit of sugar or no sugar at all.,2,0.35202438
"if gas (carbon dioxide) is produced, the food contains acid. if no gas is produced, the food does not contain acid.",if the tube shoots up then the substance has acid in it.,4,0.40771064
"if gas (carbon dioxide) is produced, the food contains acid. if no gas is produced, the food does not contain acid.",the test results will tell her that the one with sugar has acid. because it bubbles up.,4,0.36593917
"if gas (carbon dioxide) is produced, the food contains acid. if no gas is produced, the food does not contain acid.",that it either has sugar or it does not have sugar.,2,0.43845934
